brand,price,season,sex,top_matereal,pad_matereal,sole_matereal,shoe_type,vendor,discount_status,size_34,size_35,size_36,size_37,size_38,size_39,size_40,size_41,size_42,size_43,size_44,size_45,size_46,size_47,size_48
Purple,50,Весна/Осень,Женская обувь,Кожа,Замша,Кожа,Туфли,880273888-2,,false,true,true,true,true,true,false,true,true,true,false,true,true,true,true
Red,70,Лето,Женская обувь,Кожа,Замша,Замша,Тапки,303947665-3,10,true,false,true,false,true,false,true,false,false,false,true,false,false,true,true
Mauv,10,Лето,Женская обувь,Полимерный материал,Кожа,Замша,Сабо,608009015-5,15,true,true,true,false,true,false,true,true,true,false,false,false,false,true,false
Purple,44,Лето,Мужская обувь,Замша,Кожа,Кожа,Мокасины,457621541-8,,false,false,true,false,false,false,true,false,true,true,false,true,true,true,true
Aquamarine,31,Лето,Мужская обувь,Кожа,Кожа,Кожа,Туфли,442806370-9,10,false,true,false,true,false,false,true,false,false,true,false,false,true,false,true
Green,79,Весна/Осень,Мужская обувь,Полимерный материал,Полимерный материал,Замша,Сандалии,201885896-3,,true,true,true,true,false,false,false,false,false,true,false,true,false,false,true
Mauv,18,Зима,Женская обувь,Полимерный материал,Кожа,Кожа,Ботинки,221828770-6,10,false,false,false,false,false,true,true,true,false,false,false,false,false,true,true
Violet,92,Зима,Женская обувь,Полимерный материал,Полимерный материал,Замша,Сабо,851299318-9,,true,true,false,true,false,false,true,false,false,false,false,false,true,false,true
Red,16,Весна/Осень,Мужская обувь,Полимерный материал,Кожа,Замша,Туфли,240055516-8,,true,true,false,true,true,true,false,true,false,false,true,false,false,false,false
Indigo,42,Лето,Женская обувь,Кожа,Кожа,Замша,Кеды,652616315-7,45,true,true,true,true,false,false,true,false,true,true,false,true,true,false,true
Yellow,49,Зима,Мужская обувь,Кожа,Кожа,Полимерный материал,Мокасины,309220870-6,,true,true,true,true,false,false,true,true,false,false,true,false,false,false,false
Khaki,98,Зима,Мужская обувь,Полимерный материал,Кожа,Полимерный материал,Мокасины,057198010-4,,false,true,false,true,false,false,true,false,true,true,false,false,false,true,true
Maroon,77,Зима,Женская обувь,Замша,Кожа,Замша,Слипоны,658669786-7,10,false,false,false,true,false,true,true,false,true,false,false,true,true,true,true
Goldenrod,19,Зима,Мужская обувь,Полимерный материал,Замша,Полимерный материал,Туфли,137114388-9,,false,false,true,false,false,true,false,true,false,true,false,false,false,true,false
Violet,15,Лето,Женская обувь,Полимерный материал,Кожа,Полимерный материал,Сапоги,153391836-8,30,false,true,true,false,false,true,false,false,false,true,true,false,false,false,false
Pink,79,Лето,Женская обувь,Полимерный материал,Полимерный материал,Полимерный материал,Угги,843043486-0,45,false,true,true,true,false,true,true,true,false,false,true,false,true,true,false
Blue,100,Весна/Осень,Мужская обувь,Кожа,Полимерный материал,Полимерный материал,Угги,410742621-1,30,true,false,true,true,false,true,false,false,false,true,true,true,true,true,false
Maroon,32,Весна/Осень,Мужская обувь,Кожа,Полимерный материал,Замша,Мокасины,477531508-0,10,false,true,false,true,true,true,true,false,true,false,true,true,false,true,true
Mauv,6,Зима,Мужская обувь,Замша,Полимерный материал,Кожа,Сабо,227907700-0,10,false,true,false,false,true,true,false,false,false,true,true,false,false,false,true
Purple,93,Зима,Мужская обувь,Замша,Замша,Кожа,Кроссовки,564102683-2,,false,true,false,false,false,false,false,true,false,true,false,false,true,true,true
Red,73,Лето,Женская обувь,Полимерный материал,Замша,Замша,Мокасины,433152007-2,,true,true,true,true,false,false,false,false,true,true,true,true,false,false,true
Goldenrod,16,Зима,Женская обувь,Полимерный материал,Замша,Замша,Тапки,802228539-0,,true,false,false,true,false,false,true,false,false,false,true,false,true,false,false
Indigo,80,Зима,Женская обувь,Кожа,Замша,Полимерный материал,Кроссовки,402214943-4,10,true,false,true,true,false,false,true,false,true,true,true,false,false,true,false
Teal,39,Лето,Женская обувь,Кожа,Кожа,Полимерный материал,Ботинки,076842646-4,,false,false,false,false,false,true,false,false,true,false,false,false,false,false,false
Teal,5,Весна/Осень,Женская обувь,Замша,Замша,Кожа,Ботинки,515083620-6,,false,true,true,true,false,false,false,false,false,false,true,false,false,false,false
Mauv,1,Зима,Женская обувь,Замша,Замша,Замша,Босоножки,255791144-5,,false,true,false,true,false,false,false,false,true,false,false,false,false,false,false
Puce,85,Весна/Осень,Женская обувь,Полимерный материал,Кожа,Кожа,Слипоны,622431925-1,15,false,false,false,true,false,true,true,false,false,false,false,true,true,true,false
Red,23,Лето,Женская обувь,Полимерный материал,Кожа,Замша,Сапоги,792909003-5,45,true,false,false,false,false,false,false,true,false,false,true,false,true,true,true
Green,50,Зима,Мужская обувь,Кожа,Полимерный материал,Полимерный материал,Угги,374364734-6,45,false,false,false,true,true,true,false,false,false,false,true,false,false,false,true
Mauv,63,Зима,Женская обувь,Замша,Кожа,Полимерный материал,Ботинки,183918236-9,,true,true,true,false,true,true,true,false,true,false,true,false,true,false,false
Violet,69,Лето,Мужская обувь,Полимерный материал,Полимерный материал,Замша,Сабо,422869890-5,10,false,false,false,true,false,true,false,false,true,true,false,true,false,false,true
Khaki,76,Лето,Мужская обувь,Замша,Замша,Полимерный материал,Сабо,303061605-3,,false,false,true,true,false,false,false,false,false,false,true,true,false,false,true
Khaki,37,Весна/Осень,Женская обувь,Замша,Кожа,Полимерный материал,Кроссовки,541404912-2,,true,true,false,true,true,true,true,false,true,false,true,false,true,true,true
